"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","worker_id","control_loneliness_1","control_loneliness_2","control_loneliness_3","exp_lonely_before_1","exp_lonely_before_2","exp_lonely_before_3","completion_code","exp_lonely_after_1","exp_lonely_after_2","exp_lonely_after_3","participantId","condition"
"2024-04-09 23:01:50","2024-04-09 23:02:31","0",11,"100","40","1","2024-04-09 23:02:32","R_1mEqToNGTKHCLCh","","","","",11,11,"anonymous","EN","1","98D94B38C6634E36BFF9FD4BCD40BB0B","0","0","0","","","","","","","","98D94B38C6634E36BFF9FD4BCD40BB0B","Control"
"2024-04-09 23:01:34","2024-04-09 23:02:36","0",12,"100","62","1","2024-04-09 23:02:37","R_1eCw9QdedxP5f7S","","","","",12,12,"anonymous","EN","1","CB18A705D3D540B8A4A8D627BE511170","65","75","85","","","","","","","","CB18A705D3D540B8A4A8D627BE511170","Control"
"2024-04-09 23:01:36","2024-04-09 23:02:46","0",13,"100","70","1","2024-04-09 23:02:46","R_4Fz8btFlQZde30W","","","","",13,13,"anonymous","EN","1","E91D3CACC3AD42618B8BAC8C56266DA9","37","62","55","","","","","","","","E91D3CACC3AD42618B8BAC8C56266DA9","Control"
"2024-04-09 23:01:28","2024-04-09 23:02:55","0",14,"100","87","1","2024-04-09 23:02:55","R_4gninHXvYEW3EJ8","","","","",14,14,"anonymous","EN","1","F1D2763E403A4134AD2B97B073378695","38","21","22","","","","","","","","F1D2763E403A4134AD2B97B073378695","Control"
"2024-04-09 23:01:50","2024-04-09 23:03:00","0",15,"100","69","1","2024-04-09 23:03:00","R_12gLgFgxosIjctz","","","","",15,15,"anonymous","EN","1","B30D1FDD453F4D8C8A8179A379C388B9","100","50","100","","","","","","","","B30D1FDD453F4D8C8A8179A379C388B9","Control"
"2024-04-09 23:02:10","2024-04-09 23:03:01","0",16,"100","50","1","2024-04-09 23:03:01","R_5ghe5JZYGRnmlAb","","","","",16,16,"anonymous","EN","1","0870B39E7CB348DBB74699311458D574","100","100","100","","","","","","","","0870B39E7CB348DBB74699311458D574","Control"
"2024-04-09 23:02:28","2024-04-09 23:03:27","0",17,"100","58","1","2024-04-09 23:03:28","R_72Vru4BDEWXVi2d","","","","",17,17,"anonymous","EN","1","E7C92332CD4B4053974815BCE8C815CF","10","10","10","","","","","","","","E7C92332CD4B4053974815BCE8C815CF","Control"
"2024-04-09 23:03:08","2024-04-09 23:03:46","0",18,"100","37","1","2024-04-09 23:03:47","R_79MgCVrsu1R9snn","","","","",18,18,"anonymous","EN","1","95F36ED8C3064195ADDA36A8BD9B9708","81","61","61","","","","","","","","95F36ED8C3064195ADDA36A8BD9B9708","Control"
"2024-04-09 23:02:43","2024-04-09 23:03:49","0",19,"100","66","1","2024-04-09 23:03:50","R_3TpIxb38pRwQRNL","","","","",19,19,"anonymous","EN","1","F0B31CDD82B64726B0018106CB279057","60","71","70","","","","","","","","F0B31CDD82B64726B0018106CB279057","Control"
"2024-04-09 23:01:28","2024-04-09 23:03:59","0",20,"100","151","1","2024-04-09 23:04:00","R_4JIypuVCuP9mBVv","","","","",20,20,"anonymous","EN","1","3C6A217DE6664F54B1103A5E9F227CA6","32","31","36","","","","","","","","3C6A217DE6664F54B1103A5E9F227CA6","Control"
"2024-04-09 23:02:40","2024-04-09 23:04:29","0",21,"100","109","1","2024-04-09 23:04:30","R_1qPE8KfRZfLWAMk","","","","",21,21,"anonymous","EN","1","1029ECA6AC464C7AB9C32696E49DC835","62","70","62","","","","","","","","1029ECA6AC464C7AB9C32696E49DC835","Control"
"2024-04-09 23:04:05","2024-04-09 23:04:39","0",22,"100","34","1","2024-04-09 23:04:40","R_5hYkxCKfzRboWAI","","","","",22,22,"anonymous","EN","1","1AA7E803C47C4795B2175D3BB0B09A89","20","41","53","","","","","","","","1AA7E803C47C4795B2175D3BB0B09A89","Control"
"2024-04-09 23:03:04","2024-04-09 23:04:55","0",23,"100","110","1","2024-04-09 23:04:55","R_3iUzs9p4KVU6cio","","","","",23,23,"anonymous","EN","1","1109158D661E49D0951694E0B44F55B0","60","60","60","","","","","","","","1109158D661E49D0951694E0B44F55B0","Control"
"2024-04-09 23:04:13","2024-04-09 23:04:58","0",24,"100","44","1","2024-04-09 23:04:58","R_5DMQ4Q4QodPrL6q","","","","",24,24,"anonymous","EN","1","5A4271B5E62442DF849626E815631C7D","95","95","95","","","","","","","","5A4271B5E62442DF849626E815631C7D","Control"
"2024-04-09 23:04:46","2024-04-09 23:05:08","0",25,"100","21","1","2024-04-09 23:05:08","R_5HPP7I58v1JZ5IZ","","","","",25,25,"anonymous","EN","1","A59051EBF1EC44CFB1ED73A5783A10D3","15","9","35","","","","","","","","A59051EBF1EC44CFB1ED73A5783A10D3","Control"
"2024-04-09 23:04:45","2024-04-09 23:05:26","0",26,"100","40","1","2024-04-09 23:05:26","R_1eWt6pBJAPkryw0","","","","",26,26,"anonymous","EN","1","A8559E9391AE45C7BB6721C6064C9D17","0","0","0","","","","","","","","A8559E9391AE45C7BB6721C6064C9D17","Control"
"2024-04-09 23:04:14","2024-04-09 23:06:01","0",27,"100","106","1","2024-04-09 23:06:02","R_1DBCwVlZUEjQokV","","","","",27,27,"anonymous","EN","1","4F1063188F12436C938D96CFE22D8287","90","70","80","","","","","","","","4F1063188F12436C938D96CFE22D8287","Control"
"2024-04-09 23:04:04","2024-04-09 23:06:20","0",28,"100","136","1","2024-04-09 23:06:21","R_5nUVRbtiBH0xiVb","","","","",28,28,"anonymous","EN","1","8FC328D3454D4111874CB3558912535E","100","81","100","","","","","","","","8FC328D3454D4111874CB3558912535E","Control"
"2024-04-09 23:04:52","2024-04-09 23:06:21","0",29,"100","89","1","2024-04-09 23:06:22","R_2cABzM5cjIot5Ej","","","","",29,29,"anonymous","EN","1","2603A3642D1141C39318D0093C4F0076","30","60","30","","","","","","","","2603A3642D1141C39318D0093C4F0076","Control"
"2024-04-09 23:05:50","2024-04-09 23:06:24","0",30,"100","34","1","2024-04-09 23:06:24","R_5OOrqVTuBlrZBfh","","","","",30,30,"anonymous","EN","1","849308D4784E44EC9A2A6D7562C0B570","97","99","98","","","","","","","","849308D4784E44EC9A2A6D7562C0B570","Control"
"2024-04-09 23:05:29","2024-04-09 23:07:00","0",31,"100","91","1","2024-04-09 23:07:01","R_5hW4WzRYO2pGBba","","","","",31,31,"anonymous","EN","1","26963DE0661645E9A3B401F9028C6167","61","44","18","","","","","","","","26963DE0661645E9A3B401F9028C6167","Control"
"2024-04-09 23:06:59","2024-04-09 23:07:57","0",32,"100","57","1","2024-04-09 23:07:57","R_7pO2bpQXSV5EZ2x","","","","",32,32,"anonymous","EN","1","A2F1D5400A9244C59AC52FA1952E8673","66","59","75","","","","","","","","A2F1D5400A9244C59AC52FA1952E8673","Control"
"2024-04-09 23:08:09","2024-04-09 23:08:31","0",33,"100","21","1","2024-04-09 23:08:31","R_2oI2pWkyFRDJVkh","","","","",33,33,"anonymous","EN","1","117A5014667E47B69A713CE9669094C2","79","75","77","","","","","","","","117A5014667E47B69A713CE9669094C2","Control"
"2024-04-09 23:08:31","2024-04-09 23:09:20","0",34,"100","48","1","2024-04-09 23:09:20","R_6KW6RlzEaRTpZQv","","","","",34,34,"anonymous","EN","1","02A6EC521B2D4F5B9ACA47DB317D2DF6","100","80","80","","","","","","","","02A6EC521B2D4F5B9ACA47DB317D2DF6","Control"
"2024-04-09 23:08:36","2024-04-09 23:09:23","0",35,"100","46","1","2024-04-09 23:09:23","R_2qfaBHWmLygIINi","","","","",35,35,"anonymous","EN","1","F50FAEAD940A4CA1AC573C59E1E50F49","60","61","63","","","","","","","","F50FAEAD940A4CA1AC573C59E1E50F49","Control"
"2024-04-09 23:09:11","2024-04-09 23:09:55","0",36,"100","43","1","2024-04-09 23:09:55","R_1MLQUvBX7hMgYbX","","","","",36,36,"anonymous","EN","1","468748B4948840EAADF5FD358EA0CA46","0","0","3","","","","","","","","468748B4948840EAADF5FD358EA0CA46","Control"
"2024-04-09 23:08:53","2024-04-09 23:10:32","0",37,"100","98","1","2024-04-09 23:10:32","R_73UggCR12BdsFax","","","","",37,37,"anonymous","EN","1","9C83E0FF26FD471993D8C4042C8905BD","74","90","81","","","","","","","","9C83E0FF26FD471993D8C4042C8905BD","Control"
"2024-04-09 23:10:51","2024-04-09 23:11:37","0",38,"100","46","1","2024-04-09 23:11:38","R_73VKnXd3OY4280h","","","","",38,38,"anonymous","EN","1","3D4E5E7833FD49A7950FD30327F560C5","80","85","80","","","","","","","","3D4E5E7833FD49A7950FD30327F560C5","Control"
"2024-04-09 23:11:08","2024-04-09 23:12:27","0",39,"100","79","1","2024-04-09 23:12:28","R_3HN3yb5alfNc52U","","","","",39,39,"anonymous","EN","1","87119B5094154CF091E8ADA1911D02A5","50","50","50","","","","","","","","87119B5094154CF091E8ADA1911D02A5","Control"
"2024-04-09 23:12:12","2024-04-09 23:12:52","0",40,"100","39","1","2024-04-09 23:12:53","R_7XbS23m6gPJOdPV","","","","",40,40,"anonymous","EN","1","924AF4F85C9147C1AB35CA01CE1BE33B","71","36","34","","","","","","","","924AF4F85C9147C1AB35CA01CE1BE33B","Control"
"2024-04-09 23:14:50","2024-04-09 23:15:33","0",41,"100","43","1","2024-04-09 23:15:34","R_71A5T8HT1rjy7Ft","","","","",41,41,"anonymous","EN","1","60DBD443B4F34727A4CEF8C20CA5D6E0","0","0","0","","","","","","","","60DBD443B4F34727A4CEF8C20CA5D6E0","Control"
"2024-04-09 23:15:13","2024-04-09 23:15:52","0",42,"100","38","1","2024-04-09 23:15:53","R_6FUrXAH5AFmF5Qf","","","","",42,42,"anonymous","EN","1","9505A6052BF848ABAB7E7E65C2BE3B0C","82","16","21","","","","","","","","9505A6052BF848ABAB7E7E65C2BE3B0C","Control"
"2024-04-09 23:17:03","2024-04-09 23:17:26","0",43,"100","22","1","2024-04-09 23:17:26","R_5UTrfFAdzVCLzVv","","","","",43,43,"anonymous","EN","1","234B82E314EE44A2AF40B8ED7FF293C1","55","59","60","","","","","","","","234B82E314EE44A2AF40B8ED7FF293C1","Control"
"2024-04-09 23:17:54","2024-04-09 23:18:20","0",44,"100","26","1","2024-04-09 23:18:21","R_5FsnRcGV9mgDD0h","","","","",44,44,"anonymous","EN","1","C2C8A74EC7434A6F964C947422FF849A","30","60","70","","","","","","","","C2C8A74EC7434A6F964C947422FF849A","Control"
"2024-04-09 23:17:30","2024-04-09 23:18:36","0",45,"100","65","1","2024-04-09 23:18:36","R_1dXTZbojt6UOdL0","","","","",45,45,"anonymous","EN","1","ED0140E0071A4ACBA4A821244ED622E8","19","15","15","","","","","","","","ED0140E0071A4ACBA4A821244ED622E8","Control"
"2024-04-09 23:17:20","2024-04-09 23:19:14","0",46,"100","113","1","2024-04-09 23:19:14","R_84J0BcRx4sJ6McV","","","","",46,46,"anonymous","EN","1","0645E181A53F4CB4BF626B66A2F44B45","55","37","35","","","","","","","","0645E181A53F4CB4BF626B66A2F44B45","Control"
"2024-04-09 23:03:01","2024-04-09 23:19:54","0",47,"100","1012","1","2024-04-09 23:19:54","R_1UVDCg51lI0FKd2","","","","",47,47,"anonymous","EN","1","BB6CC7E39FE141A98BE52FDA214419E2","","","","100","4","14","9890-1958-5482-1333","50","1","11","BB6CC7E39FE141A98BE52FDA214419E2","Experience"
"2024-04-09 23:18:32","2024-04-09 23:22:08","0",48,"100","215","1","2024-04-09 23:22:08","R_1EcWEPpqJPuIRJO","","","","",48,48,"anonymous","EN","1","C7AF30ACAF494F419DA2031807EF5586","13","28","10","","","","","","","","C7AF30ACAF494F419DA2031807EF5586","Control"
"2024-04-09 23:20:59","2024-04-09 23:22:09","0",49,"100","70","1","2024-04-09 23:22:10","R_7Q3EWC2zgpOtpQr","","","","",49,49,"anonymous","EN","1","036BF3ACCB0D49F19A56F0D1A9978A65","1","0","0","","","","","","","","036BF3ACCB0D49F19A56F0D1A9978A65","Control"
"2024-04-09 23:01:30","2024-04-09 23:22:21","0",50,"100","1250","1","2024-04-09 23:22:22","R_5DLHqOTtmEuCsCh","","","","",50,50,"anonymous","EN","1","AA3A6D4244DF4C538D320436A8D9E95B","","","","62","58","64","6629-9433-8159-3847","34","36","30","AA3A6D4244DF4C538D320436A8D9E95B","Experience"
"2024-04-09 23:01:23","2024-04-09 23:22:28","0",51,"100","1264","1","2024-04-09 23:22:29","R_1JbfBOSxV5tdOr7","","","","",51,51,"anonymous","EN","1","0C8DAAF0BDE74D6482EC557F33586F18","","","","87","28","76","0257-5851-6366-7956","40","69","59","0C8DAAF0BDE74D6482EC557F33586F18","Experience"
"2024-04-09 23:05:07","2024-04-09 23:23:20","0",52,"100","1093","1","2024-04-09 23:23:20","R_6aKdsSoJMvvNGPN","","","","",52,52,"anonymous","EN","1","4820A87DD4D74D33AB5541D21D85BCC6","","","","100","89","100","0725-3589-8200-9087","91","87","93","4820A87DD4D74D33AB5541D21D85BCC6","Experience"
"2024-04-09 23:03:54","2024-04-09 23:23:41","0",53,"100","1186","1","2024-04-09 23:23:41","R_1h9F5YqluXDr58V","","","","",53,53,"anonymous","EN","1","BEF8B5C72A01450682EC58366C91F8C4","","","","100","100","100","0416-5032-1964-8623","81","80","75","BEF8B5C72A01450682EC58366C91F8C4","Experience"
"2024-04-09 23:05:13","2024-04-09 23:25:28","0",54,"100","1214","1","2024-04-09 23:25:28","R_5y9jtgCaYp7TwGg","","","","",54,54,"anonymous","EN","1","44A33CF9DDF948BDA65E99662998E149","","","","31","3","15","4659-9711-5381-2548","0","6","2","44A33CF9DDF948BDA65E99662998E149","Experience"
"2024-04-09 23:25:45","2024-04-09 23:26:14","0",55,"100","29","1","2024-04-09 23:26:15","R_1PtKto9JOTSSEGj","","","","",55,55,"anonymous","EN","1","C64E0762EEC54235ABA43FE014831D75","11","12","8","","","","","","","","C64E0762EEC54235ABA43FE014831D75","Control"
"2024-04-09 23:11:12","2024-04-09 23:27:23","0",56,"100","971","1","2024-04-09 23:27:23","R_53CkvPGmm9GQEOn","","","","",56,56,"anonymous","EN","1","656F67B5EEDE46539D49EBF13D6CE184","","","","43","66","89","7744-2026-0505-1825","55","70","79","656F67B5EEDE46539D49EBF13D6CE184","Experience"
"2024-04-09 23:25:35","2024-04-09 23:27:48","0",57,"100","133","1","2024-04-09 23:27:49","R_256vbWWVrHd1X7X","","","","",57,57,"anonymous","EN","1","5C598EC41BCB461B95A75E8D255C46C8","80","60","55","","","","","","","","5C598EC41BCB461B95A75E8D255C46C8","Control"
"2024-04-09 23:08:59","2024-04-09 23:28:13","0",58,"100","1153","1","2024-04-09 23:28:13","R_7Q0m1LgFB7IfxNS","","","","",58,58,"anonymous","EN","1","39401B834C32481AA1B0405C59C7E18B","","","","10","10","15","8132-2255-0494-9857","5","5","10","39401B834C32481AA1B0405C59C7E18B","Experience"
"2024-04-09 23:06:46","2024-04-09 23:29:01","0",59,"100","1334","1","2024-04-09 23:29:02","R_3kdDMxNNzvzSuM1","","","","",59,59,"anonymous","EN","1","385934DCE1CE4E96891EDE6F2046C123","","","","15","10","15","0729-3769-7931-3418","10","10","10","385934DCE1CE4E96891EDE6F2046C123","Experience"
"2024-04-09 23:29:32","2024-04-09 23:30:10","0",60,"100","37","1","2024-04-09 23:30:10","R_5W4zZUShIdY1JSx","","","","",60,60,"anonymous","EN","1","70A6B605610E409A953B24FDBCD34EC8","12","13","19","","","","","","","","70A6B605610E409A953B24FDBCD34EC8","Control"
"2024-04-09 23:29:44","2024-04-09 23:30:19","0",61,"100","34","1","2024-04-09 23:30:19","R_74Yi29ZbwI4rj3j","","","","",61,61,"anonymous","EN","1","B8837FA27F2A469DB352A42C963C3223","20","11","13","","","","","","","","B8837FA27F2A469DB352A42C963C3223","Control"
"2024-04-09 23:12:07","2024-04-09 23:30:32","0",62,"100","1105","1","2024-04-09 23:30:33","R_7dEmXwRGkSCcpnL","","","","",62,62,"anonymous","EN","1","8BADD1C4B3DF42ACA13060529DCC42EF","","","","0","41","71","8551-3205-5554-7843","50","38","24","8BADD1C4B3DF42ACA13060529DCC42EF","Experience"
"2024-04-09 23:30:04","2024-04-09 23:30:48","0",63,"100","43","1","2024-04-09 23:30:48","R_5NBRmZJKlbayQiQ","","","","",63,63,"anonymous","EN","1","917E60FD47AD4F7CAB9584AF61D87D88","32","43","23","","","","","","","","917E60FD47AD4F7CAB9584AF61D87D88","Control"
"2024-04-09 23:14:02","2024-04-09 23:31:17","0",64,"100","1034","1","2024-04-09 23:31:17","R_23ii7jgSJgbNAeB","","","","",64,64,"anonymous","EN","1","90A4FC6F57C4448593B7A6951CCDD36D","","","","65","70","70","7262-6254-9033-6067","58","68","67","90A4FC6F57C4448593B7A6951CCDD36D","Experience"
"2024-04-09 23:02:34","2024-04-09 23:32:59","0",65,"100","1825","1","2024-04-09 23:32:59","R_7reIBE4BeZ0fCPE","","","","",65,65,"anonymous","EN","1","8D6C5FE6BCBF42DC929061C73F06E6C9","","","","81","47","75","1279-5254-8657-4924","23","13","41","8D6C5FE6BCBF42DC929061C73F06E6C9","Experience"
"2024-04-09 23:14:43","2024-04-09 23:33:23","0",66,"100","1120","1","2024-04-09 23:33:23","R_7VDVyU8NwtDkM7p","","","","",66,66,"anonymous","EN","1","8D4A417D51B64DF59F56727B48213D76","","","","20","92","95","6868-3440-4445-1391","0","59","74","8D4A417D51B64DF59F56727B48213D76","Experience"
"2024-04-09 23:32:23","2024-04-09 23:33:46","0",67,"100","83","1","2024-04-09 23:33:46","R_5zAqp4sEFiQ7QLy","","","","",67,67,"anonymous","EN","1","7EC6EC9604A74DB4B503ED8DB5DFB91F","75","80","80","","","","","","","","7EC6EC9604A74DB4B503ED8DB5DFB91F","Control"
"2024-04-09 23:15:07","2024-04-09 23:34:29","0",68,"100","1161","1","2024-04-09 23:34:30","R_3S98NBdm4tGUTXr","","","","",68,68,"anonymous","EN","1","CC64651750BF4628B80C80B433D37976","","","","2","6","2","8451-3531-5084-4270","0","0","0","CC64651750BF4628B80C80B433D37976","Experience"
"2024-04-09 23:03:05","2024-04-09 23:34:39","0",69,"100","1894","1","2024-04-09 23:34:40","R_5uP7jFVXkajjePs","","","","",69,69,"anonymous","EN","1","773066ECB34941C19E28DB1738CE1E78","","","","40","41","41","4759-7886-5530-2753","21","30","30","773066ECB34941C19E28DB1738CE1E78","Experience"
"2024-04-09 23:17:31","2024-04-09 23:34:54","0",70,"100","1043","1","2024-04-09 23:34:55","R_2rUHd4vmCNt6UXy","","","","",70,70,"anonymous","EN","1","8A5D5AE968074615B1A932020F9593DB","","","","72","82","69","4256-9072-5955-8413","71","72","62","8A5D5AE968074615B1A932020F9593DB","Experience"
"2024-04-09 23:13:24","2024-04-09 23:35:29","0",71,"100","1324","1","2024-04-09 23:35:29","R_57TdvxhVJ5p4a6w","","","","",71,71,"anonymous","EN","1","673A14EAE89F49948353E7F92E4BDDB2","","","","85","90","100","9629-0852-2172-0905","80","97","98","673A14EAE89F49948353E7F92E4BDDB2","Experience"
"2024-04-09 23:18:21","2024-04-09 23:35:51","0",72,"100","1049","1","2024-04-09 23:35:51","R_7qrwgU5PASuXG4p","","","","",69,69,"anonymous","EN","1","8DFA07C880FC4350BCAE8401C5098747","","","","5","0","0","4370-8849-1432-1305","0","0","0","8DFA07C880FC4350BCAE8401C5098747","Experience"
"2024-04-09 23:22:13","2024-04-09 23:39:10","0",73,"100","1016","1","2024-04-09 23:39:10","R_39DE4kWgn7LK14B","","","","",72,72,"anonymous","EN","1","28C06D84EADE4596BD7C585E8466F72F","","","","10","14","10","4049-9453-4635-8656","12","16","13","28C06D84EADE4596BD7C585E8466F72F","Experience"
"2024-04-09 23:39:54","2024-04-09 23:40:22","0",74,"100","28","1","2024-04-09 23:40:23","R_7d9pP6NMCkrCl2N","","","","",73,73,"anonymous","EN","1","1D71A5F423D14CCDAC4CFD7D6589BDBE","50","100","100","","","","","","","","1D71A5F423D14CCDAC4CFD7D6589BDBE","Control"
"2024-04-09 23:40:22","2024-04-09 23:40:58","0",75,"100","36","1","2024-04-09 23:40:58","R_72J2pXksuJ0Ap47","","","","",74,74,"anonymous","EN","1","AB30E672479043DB892454A0BABA513E","81","83","100","","","","","","","","AB30E672479043DB892454A0BABA513E","Control"
"2024-04-09 23:22:31","2024-04-09 23:41:34","0",76,"100","1143","1","2024-04-09 23:41:35","R_1q2gBun3r4Ojk26","","","","",75,75,"anonymous","EN","1","A313FDAFDBD44A68A189E03957931BAB","","","","84","73","74","1679-3579-5595-3477","83","74","76","A313FDAFDBD44A68A189E03957931BAB","Experience"
"2024-04-09 23:01:53","2024-04-09 23:43:16","0",77,"100","2482","1","2024-04-09 23:43:17","R_4w8sZYRFXac3e2B","","","","",76,76,"anonymous","EN","1","F68A17F24BF54D0F8311E22C17361B66","","","","100","100","100","5269-9161-4504-0193","100","100","100","F68A17F24BF54D0F8311E22C17361B66","Experience"
"2024-04-09 23:26:05","2024-04-09 23:44:29","0",78,"100","1104","1","2024-04-09 23:44:29","R_32gKUKcJ6wIu0KT","","","","",77,77,"anonymous","EN","1","D27F21B87D454DB8A8C256E9A9749EF2","","","","63","75","87","2606-3052-2118-3085","56","61","64","D27F21B87D454DB8A8C256E9A9749EF2","Experience"
"2024-04-09 23:44:05","2024-04-09 23:44:55","0",79,"100","50","1","2024-04-09 23:44:55","R_7eRTNlr7GhIP6E8","","","","",78,78,"anonymous","EN","1","6E5406600D764059BC155B26FCA4AF8D","58","4","8","","","","","","","","6E5406600D764059BC155B26FCA4AF8D","Control"
"2024-04-09 23:27:17","2024-04-09 23:46:07","0",80,"100","1130","1","2024-04-09 23:46:07","R_7ktau0oiZNyJApb","","","","",79,79,"anonymous","EN","1","9404FA0A816C42A8A1E9DD4FD0AD497C","","","","0","0","0","4813-7260-2340-9156","0","0","0","9404FA0A816C42A8A1E9DD4FD0AD497C","Experience"
